age,gender,no_of_siblings,mother_occupation,mother_monthly_income,father_occupation,father_monthly_income,average_grade_g12,average_grade_first_year,grades_understanding_self,grades_purposive_communication,grades_art_appreciation,grades_sts,grades_environmental_science,grades_intermediate_programming,grades_discrete_mathematics,grades_contemporary_world_with_peace_education,grades_mathematics_in_the_modern_world,grades_introduction_computing,grades_fundamentals_of_programming,study_hours,study_strategies,regular_study_schedule,attendance_rate,class_participation,time_management_rating,study_deadlines_frequency,motivation_level,engagement_level,stress_frequency,coping_effectiveness,graduate_on_time
18,M,2,Housewife,0,Street Vendor,8000,96.5,88.3,86.6,86.2,86.6,97.6,92.8,96.9,91.2,95.1,80.7,82.5,75.0,11-15 hours,Always,Yes,More than 90%,Moderately,Good,Rarely,Slightly motivated,Very engaged,Often,Very effective,0
20,F,1,Housewife,0,Construction Worker,12000,94,87.9,85.1,93.7,85.1,95.8,84.9,86.4,97.0,97.8,75.8,86.5,78.8,Less than 5 hours,Never,Yes,71-90%,Moderately,Poor,Always,Extremely motivated,Extremely engaged,Rarely,Not effective,0
19,M,5,Yaya,7500,Mechanic,16000,95,87.7,89.5,87.5,89.5,91.1,98.3,93.8,73.6,85.8,86.8,92.1,76.6,5-10 hours,Rarely,No,More than 90%,Extremely actively,Excellent,Often,Not motivated,Not engaged,Always,Moderately effective,0
22,F,0,Sales Assistant,14500,Electrician,14000,90,89.8,95.9,85.7,95.9,86.5,89.3,84.2,87.8,86.0,92.1,90.0,94.3,5-10 hours,Sometimes,No,More than 90%,Very actively,Very Good,Sometimes,Moderately motivated,Slightly engaged,Sometimes,Slightly effective,1
18,M,1,Housewife,0,Security Guard,15000,89,91.9,94.8,90.5,94.8,95.9,88.8,87.0,80.2,93.5,90.9,95.5,98.6,More than 20 hours,Always,Yes,More than 90%,Not at all,Good,Always,Very motivated,Moderately engaged,Often,Very effective,1
20,F,2,Factory Worker,9500,Jeepney Driver,13000,97,91.2,96.6,96.9,96.6,90.1,93.5,89.6,83.2,84.3,97.8,90.8,83.3,Less than 5 hours,Often,Yes,More than 90%,Slightly,Excellent,Often,Extremely motivated,Very engaged,Rarely,Not effective,1
21,M,4,Housewife,0,Tricycle Driver,9000,93,91.7,91.0,88.5,91.0,89.8,90.9,96.0,96.3,89.8,95.1,81.9,97.9,5-10 hours,Rarely,No,More than 90%,Moderately,Fair,Rarely,Not motivated,Slightly engaged,Always,Extremely effective,1
19,F,0,Cashier,12000,Househusband,0,92,93.0,98.2,92.6,98.2,93.4,85.8,98.9,92.2,93.1,93.9,96.7,80.0,Less than 5 hours,Sometimes,No,More than 90%,Slightly,Very Good,Always,Slightly motivated,Extremely engaged,Sometimes,Moderately effective,1
18,F,1,Housewife,0,PUV Driver,12000,91,89.8,87.0,94.1,87.0,87.6,94.2,81.8,97.9,98.1,87.1,91.3,81.9,5-10 hours,Never,Yes,71-90%,Very actively,Good,Sometimes,Very motivated,Moderately engaged,Rarely,Very effective,1
20,M,3,Teacher,20500,Factory Driver,13000,96,87.4,93.8,89.0,93.8,86.3,85.2,73.2,89.1,96.0,82.7,86.8,85.9,5-10 hours,Never,No,More than 90%,Extremely actively,Excellent,Often,Moderately motivated,Not engaged,Always,Slightly effective,0
19,M,1,Housewife,0,Factory Worker,11000,95,85.9,88.6,93.0,88.6,91.4,91.0,91.8,74.8,91.3,73.2,73.3,87.5,5-10 hours,Often,Yes,More than 90%,Moderately,Poor,Always,Extremely motivated,Very engaged,Often,Slightly effective,0
21,M,0,Waitress,10500,Sales Associate,14000,90,90.2,86.9,90.4,86.9,90.7,93.0,75.8,98.3,95.4,88.6,90.5,95.7,5-10 hours,Sometimes,No,More than 90%,Slightly,Good,Sometimes,Not motivated,Slightly engaged,Sometimes,Not effective,1
20,F,1,Housewife,0,Customer Service Representative,18000,97.5,89.0,84.6,96.8,84.6,84.2,87.1,88.3,87.5,87.2,91.0,97.1,90.3,11-15 hours,Always,Yes,More than 90%,Not at all,Fair,Often,Very motivated,Extremely engaged,Rarely,Very effective,1
18,M,2,Security Guard,14000,Plumber,13000,96,93.9,90.9,98.9,90.9,98.3,96.8,95.5,86.9,86.2,95.9,94.1,98.3,Less than 5 hours,Often,No,More than 90%,Moderately,Very Good,Rarely,Slightly motivated,Not engaged,Always,Extremely effective,1
19,F,4,Housewife,0,Warehouse Staff,12000,93,90.4,96.8,87.6,96.8,87.9,85.6,80.8,95.2,90.8,94.1,88.3,91.0,11-15 hours,Rarely,No,More than 90%,Very actively,Excellent,Always,Extremely motivated,Very engaged,Often,Not effective,1
20,M,0,Laundry Personnel,9000,Call Center Agent,22000,89,87.5,87.5,91.1,87.5,85.6,97.7,93.4,78.4,92.7,76.8,82.9,88.8,5-10 hours,Sometimes,Yes,71-90%,Slightly,Good,Often,Moderately motivated,Moderately engaged,Sometimes,Very effective,0
18,F,1,Housewife,0,Maintenance Worker,13000,97,90.2,92.7,85.4,92.7,92.6,89.7,72.9,93.3,93.9,96.3,93.9,88.3,5-10 hours,Always,No,More than 90%,Extremely actively,Fair,Sometimes,Very motivated,Extremely engaged,Rarely,Moderately effective,1
19,M,2,Street Vendor,12500,Delivery Rider,12000,92,88.5,93.5,84.2,93.5,89.7,92.0,97.9,84.3,85.0,75.0,80.5,97.6,11-15 hours,Sometimes,No,More than 90%,Very actively,Poor,Rarely,Slightly motivated,Moderately engaged,Always,Slightly effective,0
20,F,1,Housewife,0,Janitor,9000,90,91.7,90.3,88.7,90.3,96.9,88.9,95.0,96.8,88.9,87.2,95.3,90.0,5-10 hours,Often,Yes,More than 90%,Moderately,Very Good,Sometimes,Not motivated,Very engaged,Often,Extremely effective,1
21,F,5,Government Official,20000,Office Staff,15000,94,89.8,97.1,98.4,97.1,84.9,84.6,97.1,75.0,97.2,97.6,74.2,84.8,Less than 5 hours,Rarely,No,More than 90%,Not at all,Good,Always,Not motivated,Slightly engaged,Often,Very effective,1
19,M,0,Housewife,0,Waiter,10000,96,90.6,85.8,95.9,85.8,88.9,91.4,81.1,97.7,92.6,85.7,96.4,95.1,Less than 5 hours,Always,Yes,More than 90%,Slightly,Excellent,Often,Extremely motivated,Not engaged,Always,Moderately effective,1
18,F,1,Delivery Rider,12000,Retail Salesperson,16000,95,88.2,84.1,84.6,84.1,88.4,97.8,90.5,93.9,86.9,93.4,75.5,90.6,Less than 5 hours,Often,No,More than 90%,Moderately,Fair,Always,Slightly motivated,Moderately engaged,Sometimes,Slightly effective,0
20,M,2,HR,18000,Graphic Designer,19000,97,91.0,88.3,86.6,88.3,92.0,95.1,91.6,88.5,90.4,88.8,97.5,94.1,More than 20 hours,Rarely,No,More than 90%,Extremely actively,Very Good,Rarely,Very motivated,Very engaged,Sometimes,Not effective,1
19,F,4,Housewife,0,Government Official,17000,91,90.2,92.4,94.2,92.4,93.8,87.6,85.9,82.0,95.6,91.9,93.7,82.5,11-15 hours,Never,Yes,More than 90%,Very actively,Good,Sometimes,Moderately motivated,Extremely engaged,Often,Moderately effective,1
22,M,0,Housewife,0,Street Vendor,9000,89,88.6,91.2,93.2,91.2,90.5,90.4,92.5,75.9,88.8,92.5,84.2,83.9,Less than 5 hours,Sometimes,No,71-90%,Moderately,Excellent,Always,Very motivated,Slightly engaged,Rarely,Very effective,1
18,F,1,Housewife,0,Construction Worker,13000,93,91.1,94.2,96.4,94.2,96.2,86.3,90.5,88.3,86.5,90.5,91.1,88.3,11-15 hours,Always,Yes,More than 90%,Not at all,Poor,Often,Extremely motivated,Not engaged,Always,Not effective,1
20,M,3,Yaya,8000,Mechanic,14000,92,93.1,93.4,97.5,93.4,88.4,94.7,97.1,95.5,84.8,97.1,86.4,95.5,Less than 5 hours,Often,Yes,More than 90%,Slightly,Fair,Always,Not motivated,Moderately engaged,Often,Slightly effective,1
21,M,1,Sales Assistant,14000,Electrician,12000,96,89.8,91.2,90.3,91.2,94.9,89.9,94.1,80.8,95.2,94.1,84.9,80.8,11-15 hours,Sometimes,No,More than 90%,Very actively,Good,Rarely,Moderately motivated,Very engaged,Sometimes,Very effective,1
19,F,0,Cashier,12000,Security Guard,14000,95,90.4,85.9,97.8,85.9,92.1,93.5,88.3,93.4,96.7,88.3,78.7,93.4,11-15 hours,Always,No,More than 90%,Extremely actively,Very Good,Always,Slightly motivated,Extremely engaged,Always,Extremely effective,1
18,M,1,Housewife,0,Jeepney Driver,13000,90,87.2,97.7,86.9,97.7,87.3,98.0,82.9,72.9,87.3,82.9,92.3,72.9,5-10 hours,Rarely,No,More than 90%,Moderately,Excellent,Sometimes,Not motivated,Slightly engaged,Often,Moderately effective,0
20,M,2,Factory Worker,9500,Tricycle Driver,8000,97,91.1,84.8,91.5,84.8,95.8,88.2,93.9,97.9,91.0,97.9,78.4,97.9,5-10 hours,Never,Yes,More than 90%,Slightly,Poor,Sometimes,Very motivated,Not engaged,Rarely,Slightly effective,1
19,F,4,Government Official,18000,Househusband,0,97.5,90.1,90.1,89.2,90.1,84.1,84.8,80.5,95.0,94.2,95.0,93.3,95.0,11-15 hours,Often,Yes,More than 90%,Very actively,Good,Rarely,Extremely motivated,Moderately engaged,Sometimes,Very effective,1
21,M,0,Waitress,9000,PUV Driver,13000,96.5,92.7,98.9,84.7,98.9,90.1,85.9,95.3,97.1,90.1,97.1,84.3,97.1,Less than 5 hours,Sometimes,No,More than 90%,Not at all,Very Good,Often,Moderately motivated,Very engaged,Always,Not effective,1
20,M,1,Housewife,0,Factory Driver,12000,93,87.9,92.6,93.0,92.6,88.6,96.1,74.2,81.1,89.2,81.1,96.8,81.1,More than 20 hours,Always,No,More than 90%,Extremely actively,Fair,Always,Very motivated,Slightly engaged,Often,Slightly effective,0
18,M,2,Security Guard,15500,Factory Worker,13000,94,89.6,89.3,90.4,89.3,97.9,90.8,96.4,90.5,85.5,90.5,75.0,90.5,Less than 5 hours,Rarely,No,More than 90%,Slightly,Good,Sometimes,Not motivated,Extremely engaged,Sometimes,Extremely effective,1
19,F,1,Laundry Personnel,7000,Sales Associate,15000,95,91.0,96.5,98.1,96.5,85.6,91.9,75.5,91.6,84.2,91.6,97.7,91.6,5-10 hours,Sometimes,Yes,More than 90%,Moderately,Excellent,Always,Slightly motivated,Very engaged,Always,Moderately effective,1
20,F,5,Delivery Rider,12500,Customer Service Representative,19000,89,86.4,86.8,85.2,86.8,89.7,92.3,73.8,87.8,91.3,86.1,75.8,94.6,5-10 hours,Never,Yes,More than 90%,Very actively,Poor,Rarely,Extremely motivated,Not engaged,Often,Very effective,0
18,F,0,Tailor,9500,Plumber,14000,92,89.4,87.9,94.6,87.9,96.7,93.2,89.5,84.5,98.9,76.8,88.0,85.0,5-10 hours,Always,No,More than 90%,Not at all,Good,Always,Moderately motivated,Moderately engaged,Rarely,Extremely effective,1
19,M,1,Housewife,0,Warehouse Staff,11000,90,91.2,94.0,89.6,94.0,86.8,97.1,76.5,95.1,88.6,95.5,91.2,95.3,11-15 hours,Sometimes,No,More than 90%,Slightly,Fair,Sometimes,Very motivated,Extremely engaged,Sometimes,Not effective,1
20,F,2,HR,20000,Call Center Agent,23000,91,88.7,96.3,92.3,96.3,93.5,85.1,88.7,73.2,93.9,88.9,80.5,87.2,11-15 hours,Often,Yes,71-90%,Moderately,Very Good,Often,Not motivated,Slightly engaged,Often,Slightly effective,1
21,M,4,Street Vendor,9500,Maintenance Worker,12000,97,90.2,88.2,96.2,88.2,91.4,97.9,98.0,79.4,96.3,86.0,96.9,73.2,5-10 hours,Often,No,More than 90%,Extremely actively,Excellent,Sometimes,Slightly motivated,Very engaged,Always,Very effective,1
19,F,0,Housewife,0,Delivery Rider,13000,93,89.2,89.8,87.5,89.8,87.9,88.7,86.8,88.8,97.0,97.5,74.8,92.8,11-15 hours,Rarely,No,More than 90%,Very actively,Good,Always,Extremely motivated,Moderately engaged,Rarely,Moderately effective,1
18,M,1,Teacher,19000,Janitor,8000,96,90.9,85.7,95.3,85.7,92.7,87.2,90.8,90.6,89.6,90.7,98.1,93.2,5-10 hours,Always,No,More than 90%,Slightly,Fair,Rarely,Very motivated,Not engaged,Sometimes,Very effective,1
20,F,3,Sales Clerk,10000,Office Staff,15000,89,89.7,93.5,88.9,93.5,90.3,91.4,83.3,97.3,91.2,80.4,81.0,96.4,Less than 5 hours,Rarely,Yes,More than 90%,Moderately,Very Good,Often,Not motivated,Very engaged,Often,Extremely effective,1
19,M,1,Housewife,0,Waiter,10000,95,91.1,92.8,87.2,92.8,98.3,86.5,89.6,92.0,95.5,92.9,92.5,82.1,11-15 hours,Never,No,More than 90%,Extremely actively,Poor,Always,Moderately motivated,Extremely engaged,Always,Not effective,1
22,F,0,Housewife,0,Retail Salesperson,15000,96,88.8,90.0,95.1,90.0,88.9,89.6,78.0,95.0,98.4,87.3,86.1,77.9,Less than 5 hours,Sometimes,Yes,71-90%,Not at all,Good,Sometimes,Slightly motivated,Slightly engaged,Rarely,Slightly effective,1
18,M,1,Housewife,0,Graphic Designer,20000,92,87.1,88.7,90.8,88.7,84.7,93.0,91.9,82.4,87.5,91.8,76.8,81.8,More than 20 hours,Often,No,More than 90%,Very actively,Very Good,Always,Very motivated,Moderately engaged,Sometimes,Moderately effective,0
20,M,2,Cashier,11500,Government Official,18000,90,90.7,94.1,84.6,94.1,91.2,90.2,80.1,86.9,86.8,96.9,95.5,97.1,5-10 hours,Sometimes,Yes,More than 90%,Slightly,Fair,Rarely,Extremely motivated,Very engaged,Always,Extremely effective,1
21,F,4,Housewife,0,Street Vendor,7000,97,90.2,90.5,96.8,90.5,90.0,96.8,94.6,91.2,88.1,89.2,88.9,75.8,Less than 5 hours,Often,No,More than 90%,Moderately,Good,Often,Moderately motivated,Not engaged,Often,Very effective,1
19,M,0,Factory Worker,10500,Construction Worker,15000,93,91.5,97.5,85.1,97.5,94.4,95.8,85.0,96.4,85.1,95.3,86.0,88.0,5-10 hours,Always,No,More than 90%,Extremely actively,Excellent,Sometimes,Not motivated,Extremely engaged,Sometimes,Not effective,1
18,F,1,Government Official,20000,Mechanic,13000,94,91.1,84.3,91.9,84.3,96.0,88.6,95.3,95.6,94.8,75.5,97.5,98.1,11-15 hours,Rarely,Yes,More than 90%,Very actively,Poor,Always,Very motivated,Slightly engaged,Rarely,Slightly effective,1
20,M,2,Teacher,21000,Electrician,12000,97.5,90.5,98.2,86.7,98.2,84.5,94.3,87.2,91.0,90.3,93.4,90.7,81.0,11-15 hours,Sometimes,No,More than 90%,Not at all,Very Good,Rarely,Extremely motivated,Moderately engaged,Often,Moderately effective,1
19,F,1,Housewife,0,Security Guard,16000,91,87.8,87.0,92.1,87.0,89.1,87.7,73.2,89.9,92.9,93.9,80.4,92.5,Less than 5 hours,Often,No,71-90%,Slightly,Good,Always,Slightly motivated,Very engaged,Always,Very effective,0
20,F,0,Housewife,0,Tricycle Driver,9000,96,92.2,96.1,93.7,96.1,97.5,84.3,91.3,96.3,87.7,86.1,94.5,90.7,Less than 5 hours,Never,No,More than 90%,Extremely actively,Fair,Often,Not motivated,Extremely engaged,Often,Not effective,1
18,M,1,Sales Assistant,13500,Househusband,0,92,90.5,84.1,96.3,84.1,90.9,91.8,85.7,82.8,97.2,97.8,97.2,88.1,5-10 hours,Always,Yes,More than 90%,Very actively,Very Good,Always,Very motivated,Slightly engaged,Rarely,Very effective,1
19,M,2,Waitress,10000,PUV Driver,10000,95,89.6,86.5,89.0,86.5,89.3,96.9,92.2,90.6,86.2,82.5,88.3,97.5,5-10 hours,Sometimes,No,More than 90%,Not at all,Good,Rarely,Extremely motivated,Moderately engaged,Always,Slightly effective,1
20,F,4,Housewife,0,Factory Driver,12000,90,91.2,95.6,97.2,95.6,86.6,96.0,94.8,93.4,91.1,90.8,75.6,86.6,11-15 hours,Often,No,More than 90%,Moderately,Excellent,Often,Slightly motivated,Very engaged,Sometimes,Moderately effective,1
18,M,0,Security Guard,14000,Factory Worker,10000,93,89.9,88.9,85.8,88.9,88.8,98.9,90.9,94.9,85.3,93.3,82.1,90.8,Less than 5 hours,Often,Yes,More than 90%,Slightly,Poor,Sometimes,Moderately motivated,Not engaged,Often,Extremely effective,1
19,M,1,Laundry Personnel,7500,Sales Associate,14000,94,89.2,85.4,94.4,85.4,91.7,84.1,97.3,86.5,84.9,91.7,85.4,94.2,Less than 5 hours,Rarely,Yes,More than 90%,Very actively,Fair,Always,Very motivated,Slightly engaged,Always,Very effective,1
20,F,3,Housewife,0,Customer Service Representative,20000,96,85.6,95.2,92.5,95.2,95.0,92.7,75.6,75.9,95.8,75.1,73.8,75.2,5-10 hours,Sometimes,No,More than 90%,Extremely actively,Very Good,Often,Not motivated,Moderately engaged,Rarely,Moderately effective,0
21,M,1,Delivery Rider,13000,Plumber,13000,97,91.7,93.1,98.5,93.1,93.3,89.2,81.4,91.2,96.0,88.6,90.9,93.4,5-10 hours,Always,Yes,71-90%,Not at all,Good,Always,Extremely motivated,Extremely engaged,Sometimes,Not effective,1
19,M,0,HR,21000,Warehouse Staff,11000,91,90.4,89.6,87.9,89.6,93.7,86.9,93.7,87.5,87.9,94.2,87.0,96.5,11-15 hours,Never,Yes,More than 90%,Slightly,Excellent,Rarely,Slightly motivated,Very engaged,Always,Very effective,1
18,F,1,Tailor,8000,Call Center Agent,18000,90,90.5,90.9,90.1,90.9,90.2,97.6,83.3,88.3,90.0,95.5,93.5,84.8,5-10 hours,Rarely,No,More than 90%,Moderately,Fair,Often,Very motivated,Not engaged,Often,Slightly effective,1
20,M,2,Housewife,0,Maintenance Worker,14000,92,91.7,86.2,91.3,86.2,97.0,95.4,87.5,98.1,98.2,82.1,95.6,90.9,11-15 hours,Sometimes,Yes,More than 90%,Very actively,Very Good,Always,Moderately motivated,Slightly engaged,Rarely,Not effective,1
19,F,4,Sales Clerk,12500,Delivery Rider,13000,93,91.1,92.2,93.6,92.2,96.6,88.8,89.4,89.0,92.4,90.2,90.1,87.2,More than 20 hours,Always,No,More than 90%,Extremely actively,Good,Rarely,Not motivated,Moderately engaged,Sometimes,Slightly effective,1
22,F,0,Teacher,18000,Janitor,8000,89,92.0,97.3,90.9,97.3,85.3,91.0,98.9,91.5,93.5,94.5,76.8,94.8,11-15 hours,Often,No,More than 90%,Not at all,Poor,Sometimes,Extremely motivated,Very engaged,Often,Extremely effective,1
18,M,1,Housewife,0,Office Staff,16000,94,89.6,88.4,97.0,88.4,94.3,90.9,75.3,93.1,90.8,88.7,88.9,89.3,Less than 5 hours,Never,No,More than 90%,Slightly,Excellent,Always,Very motivated,Extremely engaged,Always,Slightly effective,1
20,F,2,Yaya,9500,Waiter,9000,95,90.0,89.0,84.5,89.0,86.9,86.8,89.6,82.3,95.0,96.3,97.8,93.0,Less than 5 hours,Sometimes,Yes,More than 90%,Very actively,Very Good,Often,Slightly motivated,Not engaged,Rarely,Not effective,1
21,F,1,Housewife,0,Retail Salesperson,14000,96,90.2,94.8,86.5,94.8,85.1,84.6,91.2,88.1,88.5,93.1,93.8,91.9,11-15 hours,Always,No,71-90%,Moderately,Fair,Rarely,Moderately motivated,Moderately engaged,Sometimes,Very effective,1
19,M,5,Security Guard,0,Graphic Designer,22000,97,91.6,93.8,95.9,93.8,95.1,98.1,84.7,97.7,92.3,89.9,84.2,82.3,5-10 hours,Often,No,More than 90%,Extremely actively,Good,Sometimes,Not motivated,Very engaged,Often,Extremely effective,1
18,F,0,Factory Worker,11000,Government Official,19000,96.5,87.9,86.7,88.2,86.7,87.0,95.0,90.1,75.7,89.8,90.6,80.5,96.2,5-10 hours,Rarely,Yes,More than 90%,Very actively,Excellent,Often,Extremely motivated,Slightly engaged,Always,Moderately effective,0
20,M,1,Housewife,0,Street Vendor,10000,97.5,90.9,87.8,89.7,87.8,96.8,88.5,93.8,90.9,88.9,97.4,92.7,85.5,11-15 hours,Often,No,More than 90%,Not at all,Very Good,Always,Slightly motivated,Extremely engaged,Sometimes,Very effective,1
19,F,2,Housewife,0,Construction Worker,12000,90,90.0,85.1,93.5,85.1,84.3,89.0,96.7,96.8,97.5,83.8,81.3,97.2,Less than 5 hours,Sometimes,Yes,More than 90%,Moderately,Good,Sometimes,Very motivated,Moderately engaged,Rarely,Moderately effective,1
21,M,4,Cashier,13000,Mechanic,15000,92,93.0,91.6,96.5,91.6,93.0,93.9,92.8,92.2,86.0,98.2,96.8,90.1,5-10 hours,Always,No,More than 90%,Slightly,Fair,Rarely,Moderately motivated,Very engaged,Often,Extremely effective,1
20,F,0,Waitress,9500,Electrician,13000,91,86.1,90.4,84.1,90.4,97.6,90.1,76.5,80.4,90.7,81.0,89.4,76.8,Less than 5 hours,Rarely,Yes,More than 90%,Very actively,Excellent,Always,Very motivated,Extremely engaged,Always,Not effective,0
18,M,1,Government Official,19000,Security Guard,14000,93,91.1,98.8,88.8,98.8,98.7,96.6,88.8,97.4,94.1,76.7,77.6,86.2,11-15 hours,Often,No,More than 90%,Extremely actively,Poor,Often,Extremely motivated,Not engaged,Sometimes,Slightly effective,1
19,M,3,Laundry Personnel,8500,Jeepney Driver,12000,94,88.0,92.4,91.1,92.4,92.5,93.8,81.2,78.8,93.2,87.5,73.9,91.0,5-10 hours,Sometimes,No,More than 90%,Not at all,Good,Rarely,Slightly motivated,Slightly engaged,Rarely,Slightly effective,0
20,F,1,Delivery Rider,14000,Tricycle Driver,10000,95,88.0,87.1,90.7,87.1,88.3,87.5,90.6,85.6,84.1,85.0,87.2,94.7,11-15 hours,Always,Yes,More than 90%,Moderately,Fair,Often,Not motivated,Moderately engaged,Often,Moderately effective,0
18,M,1,Street Vendor,12000,Househusband,0,96,91.1,96.7,94.2,96.7,87.2,91.1,96.2,95.3,91.7,82.9,94.3,75.7,5-10 hours,Rarely,No,71-90%,Slightly,Very Good,Always,Moderately motivated,Very engaged,Always,Very effective,1
19,F,0,Housewife,0,PUV Driver,11000,89,88.3,91.8,87.0,91.8,85.2,92.5,83.9,83.2,84.6,92.6,95.0,84.1,11-15 hours,Never,No,More than 90%,Extremely actively,Excellent,Rarely,Very motivated,Slightly engaged,Rarely,Not effective,0
20,F,1,Teacher,22000,Factory Driver,13000,97,91.0,84.5,97.1,84.5,90.8,90.5,94.9,87.9,89.9,95.3,96.1,89.6,5-10 hours,Often,No,More than 90%,Very actively,Poor,Often,Slightly motivated,Extremely engaged,Sometimes,Extremely effective,1
21,M,2,HR,24000,Factory Worker,9000,92,87.3,90.6,85.5,90.6,94.2,84.2,84.2,76.2,86.3,93.5,86.6,88.6,5-10 hours,Never,Yes,More than 90%,Moderately,Very Good,Always,Extremely motivated,Moderately engaged,Always,Very effective,0
19,F,1,Housewife,0,Sales Associate,13000,90,91.1,94.6,92.8,94.6,88.7,98.6,88.9,84.4,85.6,97.6,89.2,86.8,11-15 hours,Rarely,No,More than 90%,Not at all,Good,Sometimes,Very motivated,Not engaged,Often,Moderately effective,1
18,M,0,Cashier,15000,Customer Service Representative,21000,91,90.3,88.8,86.8,88.8,84.6,97.3,97.2,94.0,94.6,84.5,82.9,93.3,More than 20 hours,Always,Yes,More than 90%,Slightly,Excellent,Often,Not motivated,Very engaged,Sometimes,Slightly effective,1
20,F,1,Factory Worker,9000,Plumber,12000,93,88.7,85.8,90.0,85.8,98.8,85.7,97.8,85.1,96.8,91.0,78.2,80.8,11-15 hours,Often,Yes,More than 90%,Extremely actively,Fair,Always,Moderately motivated,Slightly engaged,Rarely,Moderately effective,1
19,F,1,Housewife,0,Warehouse Staff,12000,94,90.5,97.2,89.8,97.2,91.1,88.9,90.5,91.9,89.0,76.2,88.4,95.0,5-10 hours,Never,No,More than 90%,Very actively,Good,Sometimes,Very motivated,Extremely engaged,Often,Very effective,1
22,M,2,Sales Assistant,10500,Call Center Agent,20000,95,90.1,86.9,98.0,86.9,86.0,96.2,89.8,96.6,95.2,80.9,90.6,83.9,5-10 hours,Sometimes,No,71-90%,Moderately,Excellent,Always,Extremely motivated,Not engaged,Always,Not effective,1
18,F,0,Housewife,0,Maintenance Worker,13000,96,89.4,93.3,93.9,93.3,95.9,93.4,76.8,84.6,90.9,87.8,90.3,82.9,Less than 5 hours,Rarely,No,More than 90%,Not at all,Very Good,Rarely,Slightly motivated,Very engaged,Sometimes,Slightly effective,1
20,F,3,Government Official,18000,Delivery Rider,14000,97,89.5,98.4,96.9,98.4,90.8,90.6,85.1,78.2,93.8,88.0,75.8,88.8,11-15 hours,Often,Yes,More than 90%,Slightly,Good,Sometimes,Not motivated,Moderately engaged,Rarely,Extremely effective,1
21,M,1,Tailor,9000,Janitor,7000,89,90.6,84.6,92.6,84.6,97.7,95.7,93.3,88.8,87.7,84.2,92.8,95.1,5-10 hours,Rarely,Yes,More than 90%,Moderately,Excellent,Always,Very motivated,Extremely engaged,Always,Very effective,1
19,M,4,Yaya,8500,Office Staff,15000,90,89.1,88.6,95.7,88.6,84.3,97.3,88.7,75.8,88.5,95.9,91.7,84.6,5-10 hours,Always,No,More than 90%,Very actively,Poor,Rarely,Extremely motivated,Moderately engaged,Often,Moderately effective,1
18,F,0,Housewife,0,Waiter,10000,91,90.5,87.6,87.8,87.6,95.6,86.8,95.3,82.4,98.6,96.1,84.9,92.3,Less than 5 hours,Sometimes,No,More than 90%,Extremely actively,Fair,Often,Moderately motivated,Very engaged,Always,Extremely effective,1
20,M,1,Sales Clerk,11000,Retail Salesperson,15000,96,90.1,92.4,84.3,92.4,88.2,94.3,78.5,90.2,92.5,90.9,97.6,89.7,Less than 5 hours,Often,Yes,More than 90%,Not at all,Very Good,Always,Very motivated,Slightly engaged,Sometimes,Not effective,1
19,F,2,Housewife,0,Graphic Designer,21000,95,90.3,96.3,95.8,96.3,90.0,90.8,95.9,97.6,84.2,73.6,91.3,81.2,5-10 hours,Always,No,More than 90%,Slightly,Good,Sometimes,Not motivated,Not engaged,Rarely,Very effective,1
21,M,1,Housewife,0,Government Official,18000,93,86.9,89.1,88.4,89.1,89.3,84.7,82.5,86.0,86.7,93.9,86.1,80.5,11-15 hours,Sometimes,Yes,71-90%,Very actively,Excellent,Rarely,Slightly motivated,Moderately engaged,Often,Slightly effective,0
20,F,5,Security Guard,16000,Street Vendor,8000,92,89.1,85.2,86.0,85.2,86.8,96.6,94.1,93.9,90.7,80.1,84.6,96.7,5-10 hours,Often,No,More than 90%,Extremely actively,Very Good,Always,Extremely motivated,Very engaged,Always,Moderately effective,1
18,M,0,Teacher,20000,Construction Worker,16000,96.5,91.8,97.9,91.7,97.9,96.5,91.0,81.9,89.8,88.9,96.5,79.7,98.3,11-15 hours,Never,No,More than 90%,Moderately,Good,Often,Moderately motivated,Extremely engaged,Sometimes,Extremely effective,1
19,F,1,Housewife,0,Mechanic,17000,97.5,90.0,91.7,88.7,91.7,92.0,85.5,91.8,81.2,89.8,92.4,98.3,86.4,5-10 hours,Rarely,Yes,More than 90%,Not at all,Fair,Always,Not motivated,Slightly engaged,Rarely,Very effective,1
20,M,4,Delivery Rider,13500,Electrician,14000,94,90.3,90.1,96.4,90.1,91.6,95.9,86.9,80.9,87.0,98.1,81.2,95.6,11-15 hours,Sometimes,No,More than 90%,Slightly,Excellent,Rarely,Slightly motivated,Not engaged,Often,Not effective,1
18,F,2,HR,22500,Security Guard,15000,91,88.1,93.5,84.6,93.5,93.2,89.5,82.8,89.1,85.6,88.5,86.9,81.5,Less than 5 hours,Always,Yes,More than 90%,Moderately,Poor,Often,Very motivated,Moderately engaged,Always,Moderately effective,0
19,M,3,Factory Worker,9500,Jeepney Driver,13000,89,88.3,98.5,93.7,98.5,84.9,87.1,76.0,81.0,84.3,85.6,87.7,93.8,11-15 hours,Often,No,More than 90%,Very actively,Fair,Always,Very motivated,Very engaged,Rarely,Slightly effective,0
